Date,Source,Site ID,Daily_Mean_PM25_Concentration,UNITS,DAILY_AQI,Site_Name,PERCENT_COMPLETE,AQS_PARAMETER_DESC,STATE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
15-Aug-2006,AQS,360610062,20.3,ug/m3 LC,68,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
18-Aug-2006,AQS,360610062,11.5,ug/m3 LC,48,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
21-Aug-2006,AQS,360610056,5.9,ug/m3 LC,25,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
24-Aug-2006,AQS,360610062,15.5,ug/m3 LC,58,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
27-Aug-2006,AQS,360610062,9.6,ug/m3 LC,40,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
30-Aug-2006,AQS,360610062,11,ug/m3 LC,46,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
2-Sep-2006,AQS,360610062,7.3,ug/m3 LC,30,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
5-Sep-2006,AQS,360610062,20.8,ug/m3 LC,69,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
8-Sep-2006,AQS,360610062,25.4,ug/m3 LC,79,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
11-Sep-2006,AQS,360610062,5.6,ug/m3 LC,23,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
14-Sep-2006,AQS,360610062,7.3,ug/m3 LC,30,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
17-Sep-2006,AQS,360610062,10.4,ug/m3 LC,43,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
20-Sep-2006,AQS,360610062,9.4,ug/m3 LC,39,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
23-Sep-2006,AQS,360610056,22.6,ug/m3 LC,73,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
26-Sep-2006,AQS,360610062,10.9,ug/m3 LC,45,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
29-Sep-2006,AQS,360610128,8.5,ug/m3 LC,35,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
2-Oct-2006,AQS,360610062,12,ug/m3 LC,50,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
5-Oct-2006,AQS,360610128,5.8,ug/m3 LC,24,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
8-Oct-2006,AQS,360610062,12.1,ug/m3 LC,51,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
11-Oct-2006,AQS,360610062,15.6,ug/m3 LC,58,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
14-Oct-2006,AQS,360610062,13.5,ug/m3 LC,54,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
17-Oct-2006,AQS,360610056,10.6,ug/m3 LC,44,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
20-Oct-2006,AQS,360610056,17.3,ug/m3 LC,62,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
23-Oct-2006,AQS,360610062,9,ug/m3 LC,38,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
26-Oct-2006,AQS,360610056,6.6,ug/m3 LC,28,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
29-Oct-2006,AQS,360610056,6.3,ug/m3 LC,26,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
1-Nov-2006,AQS,360610062,20.5,ug/m3 LC,69,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
4-Nov-2006,AQS,360610056,9.2,ug/m3 LC,38,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
7-Nov-2006,AQS,360610062,24.9,ug/m3 LC,78,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
10-Nov-2006,AQS,360610062,11.1,ug/m3 LC,46,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
13-Nov-2006,AQS,360610062,9.2,ug/m3 LC,38,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
16-Nov-2006,AQS,360610062,9.4,ug/m3 LC,39,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
19-Nov-2006,AQS,360610056,5.5,ug/m3 LC,23,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
22-Nov-2006,AQS,360610128,13.9,ug/m3 LC,55,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
25-Nov-2006,AQS,360610056,12,ug/m3 LC,50,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
28-Nov-2006,AQS,360610128,41.3,ug/m3 LC,115,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
1-Dec-2006,AQS,360610062,10.5,ug/m3 LC,44,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
4-Dec-2006,AQS,360610056,11.8,ug/m3 LC,49,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
7-Dec-2006,AQS,360610056,16.2,ug/m3 LC,60,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
10-Dec-2006,AQS,360610056,16.3,ug/m3 LC,60,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
13-Dec-2006,AQS,360610056,19.4,ug/m3 LC,66,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
16-Dec-2006,AQS,360610062,8,ug/m3 LC,33,CANAL STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72062227,-74.00367397
19-Dec-2006,AQS,360610128,10.2,ug/m3 LC,43,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
21-Dec-2006,AQS,360610117,22.1,ug/m3 LC,72,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
22-Dec-2006,AQS,360610128,18.4,ug/m3 LC,64,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
23-Dec-2006,AQS,360610115,11.3,ug/m3 LC,47,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
24-Dec-2006,AQS,360610134,12.7,ug/m3 LC,52,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
25-Dec-2006,AQS,360610115,12.3,ug/m3 LC,51,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Dec-2006,AQS,360610115,12.8,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
27-Dec-2006,AQS,360610115,13.2,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
28-Dec-2006,AQS,360610115,21.2,ug/m3 LC,70,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
29-Dec-2006,AQS,360610115,17.2,ug/m3 LC,62,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
30-Dec-2006,AQS,360610115,19.3,ug/m3 LC,66,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
31-Dec-2006,AQS,360610115,11.3,ug/m3 LC,47,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
1-Jan-2007,AQS,360610115,16.9,ug/m3 LC,61,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
2-Jan-2007,AQS,360610115,12.8,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
3-Jan-2007,AQS,360610119,21.5,ug/m3 LC,71,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
4-Jan-2007,AQS,360610119,25.6,ug/m3 LC,79,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
5-Jan-2007,AQS,360610115,21.1,ug/m3 LC,70,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
6-Jan-2007,AQS,360610134,13.9,ug/m3 LC,55,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
7-Jan-2007,AQS,360610134,11.1,ug/m3 LC,46,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
8-Jan-2007,AQS,360610115,12.9,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
9-Jan-2007,AQS,360610115,14.3,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
10-Jan-2007,AQS,360610117,13.3,ug/m3 LC,54,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
11-Jan-2007,AQS,360610115,15.3,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Jan-2007,AQS,360610062,22.7,ug/m3 LC,73,CANAL STREET,100,PM2.5 - Local Conditions,New York,New York,40.72062227,-74.00367397
13-Jan-2007,AQS,360610115,23.4,ug/m3 LC,75,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Jan-2007,AQS,360610134,19.1,ug/m3 LC,66,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
15-Jan-2007,AQS,360610119,26,ug/m3 LC,80,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
16-Jan-2007,AQS,360610117,12.6,ug/m3 LC,52,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
17-Jan-2007,AQS,360610115,12.2,ug/m3 LC,51,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
18-Jan-2007,AQS,360610128,33.4,ug/m3 LC,96,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
19-Jan-2007,AQS,360610117,16,ug/m3 LC,59,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
20-Jan-2007,AQS,360610117,13.4,ug/m3 LC,54,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
21-Jan-2007,AQS,360610117,11.8,ug/m3 LC,49,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
22-Jan-2007,AQS,360610117,20.9,ug/m3 LC,70,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
23-Jan-2007,AQS,360610117,18.6,ug/m3 LC,65,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
24-Jan-2007,AQS,360610117,18.9,ug/m3 LC,65,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
25-Jan-2007,AQS,360610115,14,ug/m3 LC,55,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Jan-2007,AQS,360610117,11.9,ug/m3 LC,50,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
27-Jan-2007,AQS,360610056,22,ug/m3 LC,72,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
28-Jan-2007,AQS,360610115,20.6,ug/m3 LC,69,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
29-Jan-2007,AQS,360610115,16,ug/m3 LC,59,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
30-Jan-2007,AQS,360610056,23.4,ug/m3 LC,75,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
31-Jan-2007,AQS,360610115,17.5,ug/m3 LC,62,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
1-Feb-2007,AQS,360610115,22,ug/m3 LC,72,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
2-Feb-2007,AQS,360610128,43.9,ug/m3 LC,122,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
3-Feb-2007,AQS,360610115,18.2,ug/m3 LC,64,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
4-Feb-2007,AQS,360610115,12.7,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
5-Feb-2007,AQS,360610115,14.1,ug/m3 LC,55,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
6-Feb-2007,AQS,360610115,17,ug/m3 LC,61,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Feb-2007,AQS,360610117,15.4,ug/m3 LC,58,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
8-Feb-2007,AQS,360610128,18.1,ug/m3 LC,64,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
9-Feb-2007,AQS,360610115,15.6,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
10-Feb-2007,AQS,360610117,16.6,ug/m3 LC,60,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
11-Feb-2007,AQS,360610128,18.3,ug/m3 LC,64,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
12-Feb-2007,AQS,360610117,18.1,ug/m3 LC,64,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
13-Feb-2007,AQS,360610115,16.7,ug/m3 LC,61,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Feb-2007,AQS,360610128,16.9,ug/m3 LC,61,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
15-Feb-2007,AQS,360610115,14.2,ug/m3 LC,55,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Feb-2007,AQS,360610115,17.9,ug/m3 LC,63,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Feb-2007,AQS,360610056,20.5,ug/m3 LC,69,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
18-Feb-2007,AQS,360610117,15.7,ug/m3 LC,59,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
19-Feb-2007,AQS,360610115,15.4,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
20-Feb-2007,AQS,360610115,30.1,ug/m3 LC,89,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
21-Feb-2007,AQS,360610115,20.3,ug/m3 LC,68,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
22-Feb-2007,AQS,360610117,20.3,ug/m3 LC,68,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
23-Feb-2007,AQS,360610117,9.9,ug/m3 LC,41,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
24-Feb-2007,AQS,360610117,9.9,ug/m3 LC,41,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
25-Feb-2007,AQS,360610115,14.7,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
26-Feb-2007,AQS,360610128,29.2,ug/m3 LC,87,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
27-Feb-2007,AQS,360610134,26.4,ug/m3 LC,81,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
28-Feb-2007,AQS,360610115,14.7,ug/m3 LC,56,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
1-Mar-2007,AQS,360610128,20,ug/m3 LC,68,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
2-Mar-2007,AQS,360610115,13.6,ug/m3 LC,54,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
3-Mar-2007,AQS,360610115,22.5,ug/m3 LC,73,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
4-Mar-2007,AQS,360610115,12.5,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
5-Mar-2007,AQS,360610115,12.8,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
6-Mar-2007,AQS,360610115,10.2,ug/m3 LC,43,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Mar-2007,AQS,360610128,18.4,ug/m3 LC,64,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
8-Mar-2007,AQS,360610115,20,ug/m3 LC,68,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
9-Mar-2007,AQS,360610134,18.8,ug/m3 LC,65,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
10-Mar-2007,AQS,360610115,31.3,ug/m3 LC,91,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Mar-2007,AQS,360610115,15.5,ug/m3 LC,58,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Mar-2007,AQS,360610115,16.5,ug/m3 LC,60,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
13-Mar-2007,AQS,360610115,31.6,ug/m3 LC,92,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Mar-2007,AQS,360610115,42.3,ug/m3 LC,118,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Mar-2007,AQS,360610115,24.6,ug/m3 LC,77,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
16-Mar-2007,AQS,360610056,52.8,ug/m3 LC,144,PS 59,100,PM2.5 - Local Conditions,New York,New York,40.75912,-73.96661
17-Mar-2007,AQS,360610117,11,ug/m3 LC,46,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
18-Mar-2007,AQS,360610117,10.1,ug/m3 LC,42,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
19-Mar-2007,AQS,360610128,18.2,ug/m3 LC,64,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
20-Mar-2007,AQS,360610117,14.7,ug/m3 LC,56,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
21-Mar-2007,AQS,360610134,10.8,ug/m3 LC,45,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
22-Mar-2007,AQS,360610115,26,ug/m3 LC,80,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
23-Mar-2007,AQS,360610134,17.3,ug/m3 LC,62,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
24-Mar-2007,AQS,360610119,11.7,ug/m3 LC,49,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
25-Mar-2007,AQS,360610134,13.9,ug/m3 LC,55,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
26-Mar-2007,AQS,360610115,12.7,ug/m3 LC,52,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
27-Mar-2007,AQS,360610134,17.7,ug/m3 LC,63,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
28-Mar-2007,AQS,360610119,7.1,ug/m3 LC,30,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
29-Mar-2007,AQS,360610119,6.6,ug/m3 LC,28,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
30-Mar-2007,AQS,360610117,6.8,ug/m3 LC,28,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
31-Mar-2007,AQS,360610134,9.6,ug/m3 LC,40,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
1-Apr-2007,AQS,360610115,11.2,ug/m3 LC,47,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
2-Apr-2007,AQS,360610134,22.9,ug/m3 LC,74,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
3-Apr-2007,AQS,360610134,28.1,ug/m3 LC,85,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
4-Apr-2007,AQS,360610115,5,ug/m3 LC,21,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
5-Apr-2007,AQS,360610115,8.2,ug/m3 LC,34,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
6-Apr-2007,AQS,360610115,11.2,ug/m3 LC,47,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
7-Apr-2007,AQS,360610115,15,ug/m3 LC,57,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
8-Apr-2007,AQS,360610115,12.3,ug/m3 LC,51,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
9-Apr-2007,AQS,360610134,10.2,ug/m3 LC,43,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
10-Apr-2007,AQS,360610115,10.3,ug/m3 LC,43,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
11-Apr-2007,AQS,360610115,14,ug/m3 LC,55,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
12-Apr-2007,AQS,360610128,16.4,ug/m3 LC,60,PS 19,100,PM2.5 - Local Conditions,New York,New York,40.73,-73.984
13-Apr-2007,AQS,360610115,12.9,ug/m3 LC,53,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
14-Apr-2007,AQS,360610115,10.2,ug/m3 LC,43,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
15-Apr-2007,AQS,360610079,12.4,ug/m3 LC,52,IS 45,100,PM2.5 - Local Conditions,New York,New York,40.7997,-73.93432
16-Apr-2007,AQS,360610115,8.5,ug/m3 LC,35,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
17-Apr-2007,AQS,360610115,9.6,ug/m3 LC,40,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
18-Apr-2007,AQS,360610115,11.7,ug/m3 LC,49,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
19-Apr-2007,AQS,360610115,9.9,ug/m3 LC,41,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
20-Apr-2007,AQS,360610115,11.1,ug/m3 LC,46,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
21-Apr-2007,AQS,360610134,15.7,ug/m3 LC,59,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
22-Apr-2007,AQS,360610119,14.1,ug/m3 LC,55,MANHATTANVILLE POST OFFICE,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.81133,-73.95321
23-Apr-2007,AQS,360610115,22.1,ug/m3 LC,72,Intermediate School 143,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.84955,-73.935649
24-Apr-2007,AQS,360610134,13.1,ug/m3 LC,53,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
25-Apr-2007,AQS,360610134,6.7,ug/m3 LC,28,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
26-Apr-2007,AQS,360610134,8,ug/m3 LC,33,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
27-Apr-2007,AQS,360610134,26.7,ug/m3 LC,82,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
28-Apr-2007,AQS,360610117,15.8,ug/m3 LC,59,PS 64,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.72333,-73.98231
29-Apr-2007,AQS,360610134,8.5,ug/m3 LC,35,DIVISION STREET,100,Acceptable PM2.5 AQI & Speciation Mass,New York,New York,40.71436,-73.99518
